Booking_id,booking_Date,Customer_id,age,Sex,Martial_status,Family_members,Infants,Occupation,State,City,Departure_date,Previous_trip_history,Trip_type,Purpose_of_Trip,Mode_of_transport,Payment_method,Total_spend_per_customer,Satisfaction_score,Destination_Place,Hotel_name,Hotel_rating,Days_of_stay,No._of_places_visited,Cab_services,Booking_channel,Meal_preference
1297,01-06-2020,773622,77,Female,Married,2,1,Government-sector,Andhra Pradesh,Visakhapatnam,29-06-2020,No,Multi_city,Leisure,Bus,Cash,116903,10,Srinagar, The Grand Dragon Ladakh        ,10,4,1,Yes,Hotel Websites,Yes
2213,18-01-2023,637379,44,Female,Married,2,1,Arts,Andhra Pradesh,Chirala,15-02-2023,No,Round_trip,Adventure,Ship,Debit_card,142605,10,Agra, Ananda in the Himalayas        ,9,4,2,Yes,Online Travel Agencies,Yes
1837,27-10-2022,848322,68,Male,Married,3,1,IT,Andhra Pradesh,Amalapuram,24-11-2022,Yes,Round_trip,Business,Ship,Credit_card,101483,9,Coorg, Acron Waterfront Resort        ,8,3,3,Yes,Travel Agents,Yes
2416,28-08-2021,886691,36,Female,Married,1,0,Government-sector,Andhra Pradesh,Nuzvid,25-09-2021,No,Multi_city,Business,Bus,Credit_card,128490,7,Amritsar, Rambagh Palace                 ,6,4,2,No,Mobile Apps,Yes
2981,27-09-2022,661150,83,Male,Married,3,0,Finance,Andhra Pradesh,Bapatla,25-10-2022,Yes,Multi_city,Religious,Ship,Credit_card,96605,8,Amritsar, The Oberoi Udaivilas           ,6,2,3,Yes,Meta-Search Engines,No
2454,18-05-2023,858328,29,Female,Married,5,1,Government-sector,Andhra Pradesh,Gudivada,15-06-2023,No,Multi_city,Business,Bus,Debit_card,94470,8,Varanasi, The Oberoi Amarvilas           ,6,1,1,No,Meta-Search Engines,No
1170,19-12-2022,633317,29,Male,Married,5,0,Government-sector,Andhra Pradesh,Kavali,16-01-2023,Yes,Multi_city,Leisure,Aeroplane,Debit_card,88493,9,Srinagar, Taj Nadesar Palace             ,9,4,2,Yes,Meta-Search Engines,Yes
1983,07-07-2020,876901,56,Male,Married,2,0,Arts,Andhra Pradesh,Renigunta,04-08-2020,No,One_way,Adventure,Ship,Credit_card,121935,6,Mysore, Windermere Estate              ,10,4,1,Yes,Meta-Search Engines,No
1608,10-05-2022,888859,60,Male,Married,6,1,Students,Andhra Pradesh,Yemmiganur,07-06-2022,Yes,Round_trip,Education,Ship,Credit_card,130937,10,Cochin, Savoy - IHCL SeleQtions        ,9,1,2,No,Meta-Search Engines,No
1808,19-10-2020,676870,56,Female,Married,3,0,Government-sector,Andhra Pradesh,Chittoor,16-11-2020,Yes,Multi_city,Business,Aeroplane,Debit_card,109447,9,Srinagar, Mayfair Darjeeling             ,7,1,3,No,Online Travel Agencies,No
2549,03-04-2023,758105,61,Female,Married,3,1,Students,Andhra Pradesh,Dharmavaram,01-05-2023,No,Round_trip,Adventure,Ship,Credit_card,135009,10,Kanyakumari, Suryagarh                      ,10,2,2,Yes,Online Travel Agencies,No
2682,16-10-2022,668927,26,Male,Unmarried,6,1,IT,Andhra Pradesh,Kurnool,13-11-2022,No,Round_trip,Business,Bus,Credit_card,135507,8,Shimla, Lake Palace Resort             ,10,3,4,Yes,Mobile Apps,Yes
1414,15-10-2022,767748,76,Male,Married,6,1,Arts,Andhra Pradesh,Palakollu,12-11-2022,Yes,Round_trip,Adventure,Bus,Debit_card,90105,8,Agra, The Himalayan                  ,7,4,3,No,Meta-Search Engines,No
1403,11-12-2020,746874,26,Male,Unmarried,4,1,Arts,Andhra Pradesh,Nuzvid,08-01-2021,No,Multi_city,Education,Bus,Debit_card,143220,7,Agra, Palais de Mahe                 ,7,3,4,No,Online Travel Agencies,No
2962,08-05-2021,736097,77,Female,Married,3,1,Government-sector,Andhra Pradesh,Dharmavaram,05-06-2021,Yes,Multi_city,Leisure,Aeroplane,Credit_card,118514,6,Srinagar, The Grand Dragon Ladakh        ,9,4,4,Yes,Meta-Search Engines,No
1689,31-05-2021,807330,64,Female,Married,4,0,Students,Andhra Pradesh,Madanapalle,28-06-2021,No,Multi_city,Adventure,Ship,Cash,137250,10,Cochin, Ananda in the Himalayas        ,9,1,4,No,Online Travel Agencies,No
2297,21-09-2020,851633,71,Female,Married,6,1,Government-sector,Andhra Pradesh,Peddapuram,19-10-2020,Yes,One_way,Leisure,Aeroplane,Credit_card,132387,8,Amritsar, Taj Exotica Resort & Spa           ,6,1,4,Yes,Meta-Search Engines,Yes
2394,30-11-2020,660782,85,Male,Married,4,1,IT,Andhra Pradesh,Kavali,28-12-2020,No,One_way,Adventure,Ship,Cash,133347,6,Ooty," Wildflower Hall, An Oberoi Resort  ",10,4,2,Yes,Travel Agents,Yes
1330,07-02-2023,718712,60,Male,Married,2,0,Arts,Andhra Pradesh,Markapur,07-03-2023,Yes,One_way,Education,Aeroplane,Credit_card,111151,8,Agra, Rambagh Palace                     ,7,2,4,Yes,Online Travel Agencies,Yes
2224,21-04-2022,676112,60,Male,Married,1,0,IT,Andhra Pradesh,Vijayawada,19-05-2022,Yes,Round_trip,Business,Bus,Debit_card,134144,7,Goa, The Oberoi Udaivilas               ,7,4,4,Yes,Travel Agents,Yes
2439,25-03-2023,602557,28,Female,Married,6,1,IT,Andhra Pradesh,Ponnur,22-04-2023,No,Round_trip,Business,Bus,Credit_card,137688,10,Coorg, The Oberoi Amarvilas               ,8,2,3,No,Travel Agents,No
2946,24-04-2023,621371,79,Female,Married,4,1,Finance,Andhra Pradesh,Bapatla,22-05-2023,Yes,Round_trip,Religious,Ship,Credit_card,143016,9,Madurai, Taj Nadesar Palace                 ,9,3,3,No,Travel Agents,No
1401,17-05-2022,872485,74,Female,Married,2,0,IT,Andhra Pradesh,Kakinada,14-06-2022,No,One_way,Adventure,Ship,Cash,141007,9,Goa, Windermere Estate                  ,7,1,4,No,Hotel Websites,Yes
2938,12-01-2023,636908,39,Female,Married,4,1,Government-sector,Andhra Pradesh,Kakinada,09-02-2023,Yes,One_way,Leisure,Aeroplane,Cash,85013,7,Varanasi, Ananda in the Himalayas            ,9,3,4,No,Online Travel Agencies,Yes
2102,29-03-2022,736171,43,Female,Married,3,1,Students,Andhra Pradesh,Dharmavaram,26-04-2022,No,One_way,Education,Bus,Cash,147578,10,Mysore, Savoy - IHCL SeleQtions            ,7,2,4,Yes,Travel Agents,No
1707,02-08-2022,686304,66,Female,Married,6,0,Finance,Andhra Pradesh,Renigunta,30-08-2022,No,One_way,Leisure,Bus,Debit_card,133873,9,Madurai, Mayfair Darjeeling                 ,8,4,1,No,Hotel Websites,Yes
2506,12-07-2021,735649,54,Male,Married,1,1,Students,Andhra Pradesh,Yemmiganur,09-08-2021,No,Round_trip,Adventure,Bus,Debit_card,111905,6,Mysore, Suryagarh                          ,7,4,1,No,Meta-Search Engines,No
2761,11-11-2020,628178,51,Female,Married,3,0,Finance,Andhra Pradesh,Srikakulam,09-12-2020,No,Multi_city,Religious,Ship,Debit_card,76029,8,Amritsar, Lake Palace Resort                 ,9,3,4,Yes,Travel Agents,Yes
2110,01-01-2021,775719,31,Male,Married,4,0,Government-sector,Andhra Pradesh,Kovvur,29-01-2021,Yes,One_way,Leisure,Aeroplane,Credit_card,123339,9,Amritsar, The Himalayan                       ,10,3,4,No,Meta-Search Engines,No
2878,29-06-2021,892746,68,Female,Married,4,1,Arts,Andhra Pradesh,Pithapuram,27-07-2021,No,Round_trip,Adventure,Bus,Credit_card,140061,7,Mahabalipuram, Palais de Mahe                     ,6,1,3,No,Meta-Search Engines,No
1329,11-01-2021,720489,71,Male,Married,5,0,Arts,Andhra Pradesh,Bapatla,08-02-2021,No,Round_trip,Adventure,Bus,Credit_card,117980,8,Mysore, The Grand Dragon Ladakh            ,8,1,3,No,Hotel Websites,No
1617,23-05-2022,712685,41,Female,Married,1,0,Government-sector,Andhra Pradesh,Ponnur,20-06-2022,Yes,Multi_city,Business,Ship,Credit_card,88770,9,Varanasi," Evolve Back, Hampi                 ",9,2,1,No,Hotel Websites,Yes
1245,31-10-2022,688375,44,Female,Married,5,1,Government-sector,Andhra Pradesh,Madanapalle,28-11-2022,Yes,Multi_city,Business,Bus,Cash,120056,7,Varanasi, Taj Madikeri Resort & Spa          ,10,4,1,No,Travel Agents,Yes
1771,13-01-2023,690926,64,Male,Married,2,0,Government-sector,Andhra Pradesh,Gudivada,10-02-2023,Yes,Multi_city,Leisure,Bus,Cash,78235,6,Srinagar, Radisson Blu Resort Temple Bay     ,10,1,3,No,Online Travel Agencies,No
1300,09-01-2022,683957,41,Male,Married,2,0,IT,Andhra Pradesh,Machilipatnam,06-02-2022,No,One_way,Business,Bus,Credit_card,96292,9,Coorg, The Oberoi Vanyavilas              ,10,3,4,No,Mobile Apps,Yes
2981,21-09-2020,789257,57,Female,Married,2,0,Finance,Andhra Pradesh,Yemmiganur,19-10-2020,Yes,One_way,Business,Bus,Debit_card,83652,9,Amritsar, The Leela Kovalam                  ,6,1,4,Yes,Travel Agents,Yes
1123,29-12-2020,895636,27,Male,Married,5,0,Government-sector,Andhra Pradesh,Nellore,26-01-2021,No,Multi_city,Business,Bus,Debit_card,124771,7,Amritsar, Mayfair Spa Resort & Casino        ,10,2,4,Yes,Online Travel Agencies,No
1600,30-08-2020,708247,62,Male,Married,4,0,IT,Andhra Pradesh,Bhimavaram,27-09-2020,No,Round_trip,Adventure,Aeroplane,Debit_card,106769,9,Goa, The Lalit Temple View Khajuraho    ,7,3,4,Yes,Meta-Search Engines,Yes
1258,31-12-2020,652358,67,Male,Married,3,0,Government-sector,Andhra Pradesh,Repalle,28-01-2021,Yes,Round_trip,Leisure,Bus,Debit_card,94266,9,Varanasi, The Naini Retreat                  ,9,2,1,Yes,Travel Agents,Yes
1622,30-06-2022,620873,59,Male,Married,2,0,Finance,Andhra Pradesh,Kakinada,28-07-2022,Yes,One_way,Business,Bus,Debit_card,131822,7,Madurai, Taj Swarna                         ,7,2,2,Yes,Hotel Websites,Yes
1322,30-03-2022,752911,85,Male,Married,6,0,Government-sector,Andhra Pradesh,Madanapalle,27-04-2022,No,One_way,Business,Ship,Debit_card,111361,7,Varanasi, Brunton Boatyard                    ,6,3,4,Yes,Meta-Search Engines,Yes
1115,29-03-2022,678889,70,Female,Married,1,0,IT,Andhra Pradesh,Chirala,26-04-2022,Yes,Round_trip,Adventure,Ship,Debit_card,81803,6,Shimla, Royal Orchid Metropole             ,8,2,4,Yes,Meta-Search Engines,Yes
1522,20-10-2020,864871,46,Female,Married,5,1,Finance,Andhra Pradesh,Nellore,17-11-2020,Yes,Round_trip,Business,Bus,Debit_card,148899,6,Amritsar, Ananta Spa & Resort                ,10,3,2,No,Mobile Apps,No
1765,23-04-2021,721330,61,Female,Married,3,0,Government-sector,Andhra Pradesh,Bapatla,21-05-2021,Yes,Multi_city,Leisure,Aeroplane,Cash,96795,9,Srinagar, Kumarakom Lake Resort              ,6,4,2,No,Hotel Websites,Yes
1515,06-03-2022,766200,63,Male,Married,5,1,Arts,Andhra Pradesh,Hindupur,03-04-2022,Yes,Round_trip,Adventure,Ship,Credit_card,79236,9,Mahabalipuram, RAAS Jodhpur                       ,7,2,1,No,Travel Agents,Yes
2352,30-04-2021,796715,80,Female,Married,6,0,Arts,Andhra Pradesh,Pithapuram,28-05-2021,Yes,Round_trip,Education,Aeroplane,Credit_card,109832,10,Mahabalipuram, Punnamada Resort                   ,10,3,1,No,Mobile Apps,No
2499,12-11-2022,718149,29,Male,Married,1,1,Arts,Andhra Pradesh,Nandyal,10-12-2022,Yes,One_way,Education,Aeroplane,Credit_card,102282,7,Agra, Mayfair Puri                       ,6,2,1,No,Mobile Apps,Yes
2283,15-04-2022,878623,76,Female,Married,2,0,Finance,Andhra Pradesh,Vijayawada,13-05-2022,No,Multi_city,Leisure,Aeroplane,Credit_card,101170,6,Varanasi, The Gateway Hotel Pasumalai        ,10,2,2,No,Mobile Apps,No
2405,19-09-2020,789142,71,Female,Married,6,0,Finance,Andhra Pradesh,Kadapa,17-10-2020,No,One_way,Leisure,Bus,Credit_card,96948,7,Varanasi, The Gopinivas Grand                ,6,3,3,Yes,Travel Agents,Yes
2348,18-08-2020,838645,69,Male,Married,1,0,Students,Andhra Pradesh,Adoni,15-09-2020,No,One_way,Adventure,Aeroplane,Cash,136644,8,Mysore, Blue Sea Beach Resort              ,8,4,2,No,Meta-Search Engines,No
1076,23-02-2021,801348,49,Male,Married,5,1,IT,Andhra Pradesh,Bapatla,23-03-2021,No,Multi_city,Business,Aeroplane,Credit_card,129629,6,Ooty, The Carlton                        ,9,4,1,No,Hotel Websites,Yes
1988,20-09-2022,860564,75,Female,Married,5,1,Students,Andhra Pradesh,Yemmiganur,18-10-2022,Yes,One_way,Adventure,Ship,Cash,72891,7,Kanyakumari, Gateway Varkala                    ,8,1,3,Yes,Travel Agents,Yes
2748,26-02-2021,671301,53,Female,Married,5,0,Finance,Andhra Pradesh,Kadapa,26-03-2021,Yes,One_way,Religious,Aeroplane,Cash,100915,8,Madurai, Kurumba Village Resort             ,7,2,1,Yes,Mobile Apps,Yes
2858,18-07-2020,668825,75,Male,Married,1,0,Government-sector,Andhra Pradesh,Tenkasi,15-08-2020,Yes,Multi_city,Leisure,Ship,Debit_card,140354,6,Varanasi, The World Backwaters               ,8,2,1,No,Hotel Websites,Yes
2444,19-08-2021,687003,34,Female,Married,1,0,Finance,Andhra Pradesh,Sullurpeta,16-09-2021,Yes,Round_trip,Religious,Bus,Cash,107021,6,Amritsar, Desert Tulip Hotel & Resort        ,8,1,3,Yes,Travel Agents,Yes
2812,05-05-2021,691058,49,Female,Married,3,0,Arts,Andhra Pradesh,Rajahmundry,02-06-2021,No,Round_trip,Education,Ship,Cash,148102,6,Mahabalipuram, Cama Rajputana Club Resort         ,7,4,2,No,Online Travel Agencies,Yes
1771,26-03-2022,758933,30,Male,Married,2,0,Government-sector,Andhra Pradesh,Ponnur,23-04-2022,No,Round_trip,Leisure,Bus,Credit_card,103935,9,Varanasi, The Gateway Resort Pushkar Bypass  ,6,3,4,No,Mobile Apps,Yes
2545,21-05-2023,806628,62,Female,Married,1,0,Arts,Andhra Pradesh,Yemmiganur,18-06-2023,No,Round_trip,Education,Aeroplane,Credit_card,82929,9,Mysore, Ravine Hotel                       ,9,1,2,No,Mobile Apps,Yes
1834,06-08-2020,654495,53,Female,Married,5,0,Government-sector,Andhra Pradesh,Chirala,03-09-2020,No,Round_trip,Business,Ship,Cash,147099,10,Varanasi, The Serai Chikmagalur             ,10,1,2,Yes,Online Travel Agencies,No
1165,07-05-2023,697068,78,Male,Married,4,1,Students,Andhra Pradesh,Sullurpeta,04-06-2023,No,Round_trip,Adventure,Bus,Cash,91974,6,Mysore," ITC Mughal, a Luxury Collection Hotel ",6,4,2,No,Travel Agents,Yes
1954,08-12-2021,798972,83,Male,Married,4,0,Students,Andhra Pradesh,Dharmavaram,05-01-2022,No,Round_trip,Education,Ship,Cash,70254,7,Kanyakumari, Taj Falaknuma Palace               ,6,4,2,Yes,Mobile Apps,No
1694,23-09-2021,683796,63,Female,Married,1,0,Government-sector,Andhra Pradesh,Madanapalle,21-10-2021,Yes,Round_trip,Business,Aeroplane,Debit_card,80836,6,Srinagar, Hilton Shillim Estate Retreat & Spa ,6,3,3,Yes,Meta-Search Engines,No
1075,08-06-2021,863108,71,Female,Married,1,0,Arts,Andhra Pradesh,Narasaraopet,06-07-2021,No,One_way,Adventure,Aeroplane,Debit_card,106605,8,Mahabalipuram, Aloha On The Ganges                ,10,4,4,No,Hotel Websites,No
1094,11-04-2023,880597,78,Male,Married,5,1,Government-sector,Andhra Pradesh,Tadepalligudem,09-05-2023,Yes,One_way,Leisure,Bus,Debit_card,85610,9,Amritsar, Ganga Kinare                       ,8,1,3,No,Meta-Search Engines,No
2214,15-01-2023,643679,58,Male,Married,4,1,Arts,Andhra Pradesh,Repalle,12-02-2023,Yes,One_way,Education,Ship,Debit_card,127481,8,Mahabalipuram, Taj Hari Mahal                     ,6,2,3,Yes,Travel Agents,Yes
1228,24-10-2022,842609,50,Male,Married,2,0,IT,Andhra Pradesh,Bheemunipatnam.,21-11-2022,Yes,One_way,Adventure,Ship,Debit_card,130392,6,Goa, Fairmont Jaipur                    ,8,2,3,Yes,Travel Agents,No
2133,03-08-2022,734325,72,Female,Married,3,0,Finance,Andhra Pradesh,Tenali,31-08-2022,Yes,Multi_city,Religious,Ship,Credit_card,133270,8,Madurai, Ri Kynjai                         ,7,3,2,Yes,Meta-Search Engines,No
1151,27-10-2020,861514,72,Male,Married,2,1,Arts,Andhra Pradesh,Proddatur,24-11-2020,No,One_way,Education,Ship,Credit_card,115007,8,Agra, The Oberoi Cecil                  ,7,2,2,Yes,Hotel Websites,No
1692,30-04-2021,743795,26,Male,Unmarried,6,1,Arts,Andhra Pradesh,Kadapa,28-05-2021,No,One_way,Education,Ship,Credit_card,102913,7,Mahabalipuram, The Oberoi Grand                  ,7,2,3,Yes,Meta-Search Engines,Yes
1452,23-01-2022,739784,36,Male,Married,3,1,IT,Andhra Pradesh,Chirala,20-02-2022,No,One_way,Adventure,Bus,Debit_card,108815,10,Goa, Radisson Blu Resort & Spa Alibaug  ,8,1,1,No,Online Travel Agencies,Yes
1863,01-10-2022,898087,42,Male,Married,2,1,Arts,Andhra Pradesh,Pithapuram,29-10-2022,Yes,One_way,Adventure,Bus,Debit_card,103491,6,Mysore, Swaswara                          ,9,4,3,Yes,Travel Agents,No
2600,05-08-2020,766633,74,Male,Married,1,0,Arts,Andhra Pradesh,Anantapur,02-09-2020,Yes,One_way,Adventure,Bus,Debit_card,72443,8,Mahabalipuram, The Gateway Hotel Church Road     ,6,1,2,Yes,Travel Agents,No
2582,28-02-2022,874184,62,Female,Married,3,0,IT,Andhra Pradesh,Chirala,28-03-2022,Yes,One_way,Business,Bus,Cash,105568,8,Coorg, Chariot Beach Resort               ,6,2,3,No,Mobile Apps,Yes
1458,05-04-2022,661082,46,Female,Married,3,1,IT,Andhra Pradesh,Proddatur,03-05-2022,Yes,One_way,Business,Bus,Cash,90535,6,Goa, The Tamara Kodai                  ,9,2,4,Yes,Mobile Apps,No
2158,21-07-2020,745932,75,Female,Married,6,1,Government-sector,Andhra Pradesh,Bheemunipatnam.,18-08-2020,No,One_way,Business,Aeroplane,Credit_card,144779,9,Varanasi, Vivanta Trivandrum                 ,8,3,2,Yes,Travel Agents,Yes
2304,08-07-2020,637052,54,Male,Married,2,0,Finance,Andhra Pradesh,Hindupur,05-08-2020,Yes,Round_trip,Religious,Ship,Cash,144677,10,Varanasi, Vythiri Village                    ,7,4,3,Yes,Hotel Websites,Yes
1051,28-02-2021,668010,29,Male,Married,5,1,Students,Andhra Pradesh,Markapur,28-03-2021,No,One_way,Education,Bus,Cash,89510,9,Cochin, Chandys Windy Woods               ,9,4,4,No,Travel Agents,Yes
2948,29-11-2022,891785,29,Male,Married,6,0,IT,Andhra Pradesh,Gudur,27-12-2022,Yes,Round_trip,Business,Ship,Credit_card,100072,9,Shimla, Taj Wellington Mews Luxury Residences ,9,4,3,No,Hotel Websites,Yes
2244,26-01-2023,839271,73,Female,Married,6,1,Finance,Andhra Pradesh,Gudur,23-02-2023,Yes,Multi_city,Leisure,Bus,Debit_card,83604,7,Madurai, Vivanta Sawai Madhopur Lodge      ,10,1,3,No,Hotel Websites,Yes
2840,09-09-2020,824962,64,Female,Married,5,1,IT,Andhra Pradesh,Repalle,07-10-2020,Yes,Round_trip,Business,Ship,Debit_card,124668,10,Coorg, Citrus Retreats Alleppey          ,9,2,4,Yes,Online Travel Agencies,Yes
2116,27-08-2021,726600,39,Female,Married,3,1,Arts,Andhra Pradesh,Anantapur,24-09-2021,No,Round_trip,Education,Aeroplane,Debit_card,120957,10,Mysore, Cedar Inn                         ,10,1,2,No,Hotel Websites,Yes
2734,13-02-2022,815046,66,Female,Married,4,0,Finance,Andhra Pradesh,Madanapalle,13-03-2022,No,Round_trip,Leisure,Bus,Cash,83236,7,Madurai, The Gulaal                       ,7,3,1,Yes,Meta-Search Engines,Yes
2683,05-10-2020,666633,85,Male,Married,6,0,Government-sector,Andhra Pradesh,Dharmavaram,02-11-2020,No,Multi_city,Leisure,Ship,Cash,104598,7,Srinagar, Trident Agra                     ,8,1,1,No,Travel Agents,Yes
2847,16-01-2022,697263,57,Female,Married,6,0,Finance,Andhra Pradesh,Repalle,13-02-2022,Yes,Round_trip,Leisure,Aeroplane,Cash,125279,10,Madurai, The Leela Palace Udaipur         ,9,1,1,Yes,Online Travel Agencies,No
2799,20-07-2022,631894,41,Male,Married,1,0,Finance,Andhra Pradesh,Kavali,17-08-2022,No,One_way,Leisure,Ship,Credit_card,95173,7,Varanasi, Brijrama Palace                  ,10,3,1,No,Mobile Apps,Yes
1927,13-10-2021,805152,63,Female,Married,2,0,IT,Andhra Pradesh,Bhimavaram,10-11-2021,Yes,Multi_city,Business,Bus,Cash,98149,7,Goa, Radisson Blu Hotel Amritsar      ,6,4,2,No,Hotel Websites,No
1923,20-02-2023,793352,55,Female,Married,4,1,Arts,Andhra Pradesh,Narasapuram,20-03-2023,Yes,Multi_city,Education,Ship,Credit_card,102184,10,Mysore, The Lalit Grand Palace Srinagar  ,8,2,4,Yes,Travel Agents,Yes
2744,16-04-2021,727628,55,Male,Married,1,1,Finance,Andhra Pradesh,Machilipatnam,14-05-2021,No,Round_trip,Religious,Bus,Cash,117949,9,Varanasi, Vivanta by Taj - Green Cove      ,10,3,1,No,Meta-Search Engines,Yes
1401,05-05-2020,609835,27,Male,Married,6,1,IT,Andhra Pradesh,Chilakaluripet,02-06-2020,No,Multi_city,Business,Ship,Debit_card,120889,9,Coorg, Clarks Inn Hampi                 ,8,1,4,Yes,Travel Agents,Yes
2328,21-06-2021,665361,83,Male,Married,3,1,Arts,Andhra Pradesh,Repalle,19-07-2021,No,Round_trip,Adventure,Bus,Credit_card,73669,10,Mysore," Orange County, Coorg             ",6,2,1,No,Travel Agents,Yes
2700,25-05-2023,820256,74,Female,Married,2,0,Government-sector,Andhra Pradesh,Kavali,22-06-2023,No,Multi_city,Leisure,Ship,Credit_card,117757,7,Amritsar, Grand Mercure Mysuru             ,10,3,3,No,Mobile Apps,No
1115,25-01-2022,728155,56,Female,Married,6,1,Finance,Andhra Pradesh,Vijayawada,22-02-2022,No,One_way,Religious,Ship,Debit_card,72664,10,Varanasi, Taj Umaid Bhawan Palace          ,9,3,4,No,Meta-Search Engines,Yes
2916,16-04-2022,889771,54,Female,Married,5,1,Arts,Andhra Pradesh,Rajahmundry,14-05-2022,No,Round_trip,Education,Bus,Cash,129756,6,Mahabalipuram, Trident Jaipur                   ,10,2,1,Yes,Mobile Apps,Yes
1753,25-03-2022,819502,58,Female,Married,3,1,Government-sector,Andhra Pradesh,Rajahmundry,22-04-2022,Yes,One_way,Business,Bus,Cash,75796,8,Srinagar, Alleppey Beach Resorts           ,10,4,1,No,Travel Agents,Yes
1324,26-01-2021,825402,31,Male,Married,1,1,Government-sector,Andhra Pradesh,Anantapur,23-02-2021,Yes,One_way,Leisure,Ship,Debit_card,126444,8,Srinagar, Kochi Marriott Hotel             ,6,4,3,Yes,Meta-Search Engines,No
1178,04-10-2022,600061,38,Female,Married,5,0,Government-sector,Andhra Pradesh,Chittoor,01-11-2022,No,Round_trip,Leisure,Ship,Cash,127313,7,Srinagar, Toshali Sands                    ,9,1,1,No,Travel Agents,Yes
1018,28-08-2020,795798,63,Female,Married,1,1,Government-sector,Andhra Pradesh,Machilipatnam,25-09-2020,Yes,Multi_city,Business,Ship,Debit_card,131362,6,Varanasi, The Seashore Hotel               ,8,4,2,No,Travel Agents,Yes
2739,10-12-2020,743137,55,Female,Married,3,0,Arts,Andhra Pradesh,Machilipatnam,07-01-2021,No,Round_trip,Education,Aeroplane,Debit_card,137624,10,Mahabalipuram, Sterling Ooty Elk Hill           ,7,3,3,No,Mobile Apps,Yes
1199,15-07-2020,745798,70,Female,Married,5,1,Arts,Andhra Pradesh,Tenali,12-08-2020,Yes,One_way,Education,Ship,Credit_card,138678,7,Agra, Hotel Ganesha Inn                ,10,3,4,No,Mobile Apps,Yes
2141,17-12-2022,698899,66,Female,Married,1,0,Government-sector,Andhra Pradesh,Nandyal,14-01-2023,No,Round_trip,Business,Ship,Cash,83811,10,Srinagar, Acron Waterfront Resort          ,9,3,1,Yes,Mobile Apps,No
2346,15-11-2020,787202,63,Female,Married,1,0,IT,Andhra Pradesh,Tuni,13-12-2020,No,Round_trip,Business,Aeroplane,Cash,135182,7,Coorg, Hotel Ishan                     ,7,4,3,No,Online Travel Agencies,Yes
2482,08-02-2022,841602,46,Male,Married,2,0,Finance,Andhra Pradesh,Visakhapatnam,08-03-2022,Yes,One_way,Religious,Aeroplane,Cash,121821,6,Amritsar, Samode Palace                    ,8,3,3,Yes,Mobile Apps,No
1736,06-09-2020,608757,36,Female,Married,4,0,IT,Andhra Pradesh,Bapatla,04-10-2020,Yes,Multi_city,Adventure,Ship,Credit_card,97104,7,Shimla, Tea Valley Resort                ,8,2,1,No,Hotel Websites,Yes
1692,23-09-2021,777983,69,Male,Married,5,1,Students,Andhra Pradesh,Nandyal,21-10-2021,No,One_way,Education,Ship,Cash,132997,9,Kanyakumari, Manuallaya Resorts & Spa         ,9,3,3,Yes,Meta-Search Engines,Yes
1786,19-05-2021,770080,48,Male,Married,3,0,Government-sector,Andhra Pradesh,Tuni,16-06-2021,Yes,Multi_city,Leisure,Aeroplane,Credit_card,101658,8,Amritsar, Courtyard by Marriott Agra       ,10,3,2,Yes,Travel Agents,Yes
1661,11-05-2021,702729,62,Male,Married,4,0,Students,Andhra Pradesh,Ponnur,08-06-2021,Yes,Round_trip,Adventure,Ship,Credit_card,140700,6,Cochin, Clarkes Hotel                    ,8,4,4,Yes,Travel Agents,Yes
2708,27-12-2020,657507,31,Female,Married,3,1,IT,Andhra Pradesh,Anantapur,24-01-2021,Yes,One_way,Business,Ship,Debit_card,80997,9,Coorg, Jaisalmer Marriott Resort & Spa  ,8,4,3,Yes,Travel Agents,No
2918,08-01-2021,621819,69,Male,Married,3,1,Government-sector,Andhra Pradesh,Machilipatnam,05-02-2021,Yes,Multi_city,Business,Bus,Cash,79802,9,Varanasi, Fateh Prakash Palace             ,7,3,2,No,Mobile Apps,Yes
2615,21-09-2022,868119,62,Male,Married,4,1,Arts,Andhra Pradesh,Rayachoti,19-10-2022,No,Round_trip,Education,Aeroplane,Credit_card,72879,7,Agra, Hyatt Amritsar                  ,10,2,4,Yes,Meta-Search Engines,No
2433,10-07-2022,620827,82,Female,Married,3,1,Students,Andhra Pradesh,Nandyal,07-08-2022,No,Multi_city,Education,Bus,Credit_card,91064,10,Cochin, Hotel Omasila                   ,6,3,2,Yes,Online Travel Agencies,No
2605,25-05-2021,891027,62,Female,Married,1,0,Finance,Andhra Pradesh,Tirupati,22-06-2021,Yes,Multi_city,Leisure,Aeroplane,Cash,120437,10,Madurai, Le Pondy                        ,10,1,3,Yes,Travel Agents,Yes
2437,27-10-2022,865455,57,Female,Married,4,1,Finance,Andhra Pradesh,Bhimavaram,24-11-2022,No,Multi_city,Business,Ship,Debit_card,144525,10,Madurai, Riverine Resort                 ,7,2,3,Yes,Mobile Apps,No
2909,24-04-2021,743678,72,Female,Married,2,1,Government-sector,Andhra Pradesh,Guntur,22-05-2021,Yes,Multi_city,Business,Ship,Cash,106337,6,Srinagar, Hotel Viceroy                   ,6,1,3,Yes,Meta-Search Engines,No
1311,24-08-2021,888848,85,Male,Married,6,1,Arts,Andhra Pradesh,Peddapuram,21-09-2021,No,One_way,Adventure,Aeroplane,Cash,91887,10,Agra, Taj Fort Aguada Resort & Spa    ,6,4,3,No,Mobile Apps,Yes
